Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G01010	NAC001	1	+	3631	5899	206.081757	16.992714	27.084663
AT1G01020	ARV1	1	-	5928	8737	78.679825	7.896512	12.586240
AT1G01030	NGA3	1	-	11649	13714	5.603412	0.462036	0.736438
AT1G01040	DCL1	1	+	23146	31227	95.325111	7.864166	12.534683
AT1G01046	MIR838A	1	+	28500	28706	37.676327	3.106646	4.951679
AT1G01050	PPA1	1	-	31170	33153	665.139526	54.844864	87.417145
AT1G01060	LHY	1	-	33379	37871	128.794373	12.783420	20.375475
AT1G01070	AT1G01070	1	-	38752	40944	156.474823	14.069563	22.425457
AT1G01073	AT1G01073	1	+	44677	44787	0.000000	0.000000	0.000000
AT1G01080	AT1G01080	1	-	45296	47019	90.654305	7.491411	11.940549
AT1G01090	PDH-E1 ALPHA	1	-	47485	49286	762.684692	62.888065	100.237190
AT1G01100	RPP1A	1	-	50075	51199	3088.010498	276.389435	440.536682
AT1G01110	IQD18	1	+	52239	54692	43.975960	3.796576	6.051358
AT1G01115	AT1G01115	1	+	56624	56740	0.000000	0.000000	0.000000
AT1G01120	KCS1	1	-	57269	59167	372.252808	30.694542	48.923988
AT1G01130	AT1G01130	1	-	61905	63811	33.850670	2.791197	4.448884
AT1G01140	CIPK9	1	-	64166	67625	42.167839	3.514054	5.601045
AT1G01150	AT1G01150	1	-	70115	72138	5.360801	0.442031	0.704553
AT1G01160	GIF2	1	+	72339	74096	209.036331	18.876823	30.087742
AT1G01170	AT1G01170	1	-	73931	74737	271.129272	22.398190	35.700443
AT1G01180	AT1G01180	1	+	75583	76758	175.205338	14.446762	23.026674
AT1G01183	MIR165A	1	-	78932	79032	17.019802	1.403388	2.236858
AT1G01190	CYP78A8	1	-	83045	84864	256.966095	21.188442	33.772228
AT1G01200	RABA3	1	-	86515	88213	93.918022	7.744121	12.343344
AT1G01210	AT1G01210	1	+	88898	89745	259.634735	21.408487	34.122959
AT1G01220	FKGP	1	+	91376	95651	58.807350	4.849029	7.728861
AT1G01225	AT1G01225	1	+	95987	97407	73.733658	6.079796	9.690578
AT1G01230	AT1G01230	1	+	97456	99240	450.619019	37.156322	59.223408
AT1G01240	AT1G01240	1	+	99894	101834	127.068008	14.328334	22.837910
AT1G01250	ERF023	1	-	104491	105330	0.000000	0.000000	0.000000
AT1G01260	BHLH13	1	+	108946	111609	78.048050	7.087697	11.297070
AT1G01270	AT1G01270	1	-	111890	111961	0.000000	0.000000	0.000000
AT1G01280	CYP703A2	1	+	112263	113947	0.000000	0.000000	0.000000
AT1G01290	CNX3	1	+	114286	116108	104.493889	10.151149	16.179901
AT1G01300	AT1G01300	1	+	116943	118764	488.876312	40.310871	64.251442
AT1G01305	AT1G01305	1	+	119397	119997	0.000000	0.000000	0.000000
AT1G01310	AT1G01310	1	+	120154	121130	4.780095	0.394148	0.628233
AT1G01320	AT1G01320	1	-	121067	130577	57.279800	4.770191	7.603201
AT1G01340	CNGC10	1	-	132328	135831	107.580276	9.379667	14.950239
AT1G01350	AT1G01350	1	+	136124	138162	193.933838	15.991042	25.488100
AT1G01355	AT1G01355	1	+	138513	139568	10.811500	0.891475	1.420921
AT1G01360	PYL9	1	+	141971	143183	232.596039	19.178980	30.569349
AT1G01370	HTR12	1	+	143564	145684	82.141136	7.483892	11.928566
AT1G01380	ETC1	1	+	147153	147942	56.010563	4.618417	7.361288
AT1G01390	UGT72B2	1	-	148120	149806	0.000000	0.000000	0.000000
AT1G01400	AT1G01400	1	-	150689	152210	0.000000	0.000000	0.000000
