Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	1502.005493	1372.815063	2075.504639
cep97	cep97	NC_007112.7	+	11922	16373	1.964087	1.835165	2.774513
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	15.228760	18.849752	28.498190
eed	eed	NC_007112.7	+	27688	34330	11.208253	10.244209	15.487813
hikeshi	hikeshi	NC_007112.7	+	36734	39191	12.461271	11.389453	17.219261
tmem39a	tmem39a	NC_007112.7	-	39325	44525	10.849792	9.916580	14.992484
ildr1a	ildr1a	NC_007112.7	-	44839	49831	5.955596	5.443344	8.229575
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	1.499242	1.370289	2.071686
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.376158	0.568378	0.859308
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	8.120894	7.422401	11.221633
f7	f7	NC_007112.7	+	119960	125246	18.384743	16.803436	25.404446
f7i	f7i	NC_007112.7	+	127258	134079	19.013577	17.378183	26.273382
f10	f10	NC_007112.7	+	136020	142173	40.295158	36.829292	55.680748
prozb	prozb	NC_007112.7	+	144291	152006	7.137500	6.523590	9.862756
pcid2	pcid2	NC_007112.7	-	152007	157567	8.168082	7.571196	11.446590
cul4a	cul4a	NC_007112.7	+	157793	168647	20.000849	18.280537	27.637617
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	71.615730	65.455925	98.960205
grtp1a	grtp1a	NC_007112.7	-	184908	191971	5.728673	5.311457	8.030181
adprhl1	adprhl1	NC_007112.7	-	197236	206299	0.028959	0.033560	0.050738
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	14.225702	13.106562	19.815289
tmco3	tmco3	NC_007112.7	+	214860	226001	2.931382	2.679248	4.050649
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	7.598271	7.129648	10.779032
grk1a	grk1a	NC_007112.7	+	245137	256233	0.000000	0.000000	0.000000
cenpe	cenpe	NC_007112.7	+	259991	296057	2.790830	2.560625	3.871308
tmem255b	tmem255b	NC_007112.7	+	296919	309348	0.000000	0.000000	0.000000
LOC108187164	LOC108187164	NC_007112.7	+	309401	312613	0.670359	0.612700	0.926317
gas6	gas6	NC_007112.7	-	312784	338268	11.179065	10.217531	15.447480
pros1	pros1	NC_007112.7	-	343292	354114	23.553606	21.527716	32.546898
rasa3	rasa3	NC_007112.7	-	357227	411366	5.307165	4.863702	7.353237
tpp2	tpp2	NC_007112.7	+	418866	443739	10.466599	9.611410	14.531109
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
zgc:92518	zgc:92518	NC_007112.7	-	466780	471939	0.000000	0.000000	0.000000
ercc5	ercc5	NC_007112.7	-	474073	494309	2.393803	2.187907	3.307810
