Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	4110.344727	1385.112915	2086.297363
cep97	cep97	NC_007112.7	+	11922	16373	7.264643	2.560388	3.856532
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	73.937904	34.178577	51.480770
eed	eed	NC_007112.7	+	27688	34330	20.985285	7.071667	10.651550
hikeshi	hikeshi	NC_007112.7	+	36734	39191	35.078613	11.820868	17.804934
tmem39a	tmem39a	NC_007112.7	-	39325	44525	24.498226	8.255465	12.434623
ildr1a	ildr1a	NC_007112.7	-	44839	49831	26.491617	8.927202	13.446413
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	2.644285	0.922827	1.389988
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.064343	0.035845	0.053991
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	37.497730	12.636065	19.032812
f7	f7	NC_007112.7	+	119960	125246	71.860535	24.215719	36.474422
f7i	f7i	NC_007112.7	+	127258	134079	79.148170	26.671522	40.173424
f10	f10	NC_007112.7	+	136020	142173	174.621658	58.844383	88.633133
prozb	prozb	NC_007112.7	+	144291	152006	52.324341	17.632370	26.558388
pcid2	pcid2	NC_007112.7	-	152007	157567	20.219051	6.825897	10.281364
cul4a	cul4a	NC_007112.7	+	157793	168647	44.566814	15.018222	22.620884
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	45.561352	15.353363	23.125683
grtp1a	grtp1a	NC_007112.7	-	184908	191971	15.469194	5.334605	8.035137
adprhl1	adprhl1	NC_007112.7	-	197236	206299	0.030357	0.023736	0.035751
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	47.153419	16.669071	25.107441
tmco3	tmco3	NC_007112.7	+	214860	226001	17.606327	5.933018	8.936485
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	15.953314	5.519130	8.313074
grk1a	grk1a	NC_007112.7	+	245137	256233	0.000000	0.000000	0.000000
cenpe	cenpe	NC_007112.7	+	259991	296057	3.391198	1.146604	1.727048
tmem255b	tmem255b	NC_007112.7	+	296919	309348	0.000000	0.000000	0.000000
LOC108187164	LOC108187164	NC_007112.7	+	309401	312613	0.083056	0.027988	0.042157
gas6	gas6	NC_007112.7	-	312784	338268	23.077642	7.776754	11.713573
pros1	pros1	NC_007112.7	-	343292	354114	41.061012	13.836828	20.841434
rasa3	rasa3	NC_007112.7	-	357227	411366	5.692378	1.954565	2.944023
tpp2	tpp2	NC_007112.7	+	418866	443739	18.240145	6.165742	9.287020
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
zgc:92518	zgc:92518	NC_007112.7	-	466780	471939	0.724063	0.243996	0.367514
ercc5	ercc5	NC_007112.7	-	474073	494309	8.908867	3.002129	4.521894
blzf1	blzf1	NC_007112.7	+	494297	505620	34.073910	11.743982	17.689129
trmt10c	trmt10c	NC_007112.7	-	509021	513786	18.934711	6.380661	9.610737
txnl4b	txnl4b	NC_007112.7	+	513982	522317	9.840580	3.935726	5.928104
si:ch73-41e3.7	si:ch73-41e3.7	NC_007112.7	-	518853	524433	1.084869	0.461033	0.694421
mrpl16	mrpl16	NC_007112.7	+	524699	530940	66.894722	22.937508	34.549145
cenpq	cenpq	NC_007112.7	+	532766	549521	3.992624	1.345443	2.026546
LOC101885604	LOC101885604	NC_007112.7	-	550964	558826	1.407432	0.474279	0.714374
mir155	mir155	NC_007112.7	+	576444	576521	0.000000	0.000000	0.000000
mrpl39	mrpl39	NC_007112.7	+	580671	591334	41.000809	13.816541	20.810877
jam2a	jam2a	NC_007112.7	+	594637	608235	6.813011	2.295863	3.458096
atp5j	atp5j	NC_007112.7	-	610327	614663	175.507187	131.762207	198.464050
appa	appa	NC_007112.7	-	617799	656793	79.794899	26.889458	40.501682
cyyr1	cyyr1	NC_007112.7	-	658405	669717	5.059758	1.705048	2.568193
adamts1	adamts1	NC_007112.7	-	672189	681503	33.898613	11.548196	17.394230
adamts5	adamts5	NC_007112.7	-	691738	714626	0.528785	0.178191	0.268397
n6amt1	n6amt1	NC_007112.7	+	961607	970952	25.586637	8.622240	12.987070
gart	gart	NC_007112.7	-	973067	1005061	14.828284	4.996867	7.526427
LOC100332351	LOC100332351	NC_007112.7	-	1006793	1014803	15.939131	5.371202	8.090262
LOC101886071	LOC101886071	NC_007112.7	-	1027556	1030612	0.281905	0.103923	0.156531
donson	donson	NC_007112.7	-	1286285	1352950	2.225728	0.750031	1.129718
runx1	runx1	NC_007112.7	-	1361974	1402588	4.724083	1.842286	2.774905
mir459	mir459	NC_007112.7	+	1575483	1575563	0.271605	0.247120	0.372220
urp2	urp2	NC_007112.7	+	1599979	1614496	0.000000	0.000000	0.000000
LOC100333907	LOC100333907	NC_007112.7	-	1618992	1631504	0.983529	0.331432	0.499212
atp1a1a.4	atp1a1a.4	NC_007112.7	+	1689794	1706159	969.390747	326.667389	492.035919
atp1a1a.1	atp1a1a.1	NC_007112.7	+	1712169	1731564	409.220978	137.900162	207.709259
LOC108187381	LOC108187381	NC_007112.7	-	1772028	1788265	0.000000	0.000000	0.000000
atp1a1a.2	atp1a1a.2	NC_007112.7	+	1789357	1796834	8.899679	2.999033	4.517231
atp1a1a.3	atp1a1a.3	NC_007112.7	+	1805294	1815660	17.816172	6.003732	9.042996
atp1a1a.5	atp1a1a.5	NC_007112.7	+	1838164	1850104	23.473230	7.910060	11.914363
si:ch211-132g1.3	si:ch211-132g1.3	NC_007112.7	-	1858212	1885624	41.108479	15.108113	22.756283
LOC103911757	LOC103911757	NC_007112.7	-	1887409	1894104	0.000000	0.000000	0.000000
si:ch211-132g1.6	si:ch211-132g1.6	NC_007112.7	+	1896661	1900710	4.117914	1.387664	2.090139
si:ch211-132g1.4	si:ch211-132g1.4	NC_007112.7	+	1904336	1911709	21.974873	7.415274	11.169103
si:ch211-132g1.1	si:ch211-132g1.1	NC_007112.7	+	1915939	1925963	10.686346	3.601108	5.424094
si:ch211-132g1.7	si:ch211-132g1.7	NC_007112.7	+	1941043	2000500	2.687516	0.905645	1.364109
slc5a3a	slc5a3a	NC_007112.7	+	2025085	2027100	0.239797	0.080807	0.121714
oxgr1a.1	oxgr1a.1	NC_007112.7	-	2048050	2051599	0.000000	0.000000	0.000000
