Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	1702.188965	1444.634155	2175.163818
cep97	cep97	NC_007112.7	+	11922	16373	2.900813	2.559109	3.853211
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	29.325249	32.023193	48.216843
eed	eed	NC_007112.7	+	27688	34330	8.786308	7.456870	11.227695
hikeshi	hikeshi	NC_007112.7	+	36734	39191	15.089596	12.806419	19.282433
tmem39a	tmem39a	NC_007112.7	-	39325	44525	9.800184	8.317338	12.523290
ildr1a	ildr1a	NC_007112.7	-	44839	49831	11.134345	9.449630	14.228165
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	1.139340	0.990324	1.491116
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.000000	0.000000	0.000000
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	14.454227	12.267187	18.470518
f7	f7	NC_007112.7	+	119960	125246	29.538143	25.068787	37.745693
f7i	f7i	NC_007112.7	+	127258	134079	32.191265	27.320471	41.136021
f10	f10	NC_007112.7	+	136020	142173	67.912788	57.637043	86.783226
prozb	prozb	NC_007112.7	+	144291	152006	19.395395	16.460718	24.784655
pcid2	pcid2	NC_007112.7	-	152007	157567	7.361650	6.259168	9.424335
cul4a	cul4a	NC_007112.7	+	157793	168647	16.308683	13.841050	20.840258
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	15.861794	13.461779	20.269196
grtp1a	grtp1a	NC_007112.7	-	184908	191971	5.463862	4.704018	7.082769
adprhl1	adprhl1	NC_007112.7	-	197236	206299	0.000000	0.000000	0.000000
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	20.017895	17.171740	25.855227
tmco3	tmco3	NC_007112.7	+	214860	226001	6.798760	5.770053	8.687882
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	5.408646	4.712501	7.095541
grk1a	grk1a	NC_007112.7	+	245137	256233	0.000000	0.000000	0.000000
cenpe	cenpe	NC_007112.7	+	259991	296057	1.411647	1.201015	1.808351
tmem255b	tmem255b	NC_007112.7	+	296919	309348	0.000000	0.000000	0.000000
LOC108187164	LOC108187164	NC_007112.7	+	309401	312613	0.000000	0.000000	0.000000
gas6	gas6	NC_007112.7	-	312784	338268	9.406097	7.982880	12.019701
pros1	pros1	NC_007112.7	-	343292	354114	14.699805	12.475608	18.784332
rasa3	rasa3	NC_007112.7	-	357227	411366	1.888415	1.607042	2.419698
tpp2	tpp2	NC_007112.7	+	418866	443739	6.614619	5.628404	8.474603
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
zgc:92518	zgc:92518	NC_007112.7	-	466780	471939	0.374375	0.317729	0.478400
ercc5	ercc5	NC_007112.7	-	474073	494309	3.376053	2.865229	4.314132
blzf1	blzf1	NC_007112.7	+	494297	505620	14.192944	12.318828	18.548273
trmt10c	trmt10c	NC_007112.7	-	509021	513786	6.259212	5.312143	7.998414
txnl4b	txnl4b	NC_007112.7	+	513982	522317	3.642210	3.543708	5.335707
si:ch73-41e3.7	si:ch73-41e3.7	NC_007112.7	-	518853	524433	0.364694	0.344610	0.518874
mrpl16	mrpl16	NC_007112.7	+	524699	530940	23.134083	19.977900	30.080421
cenpq	cenpq	NC_007112.7	+	532766	549521	1.448894	1.229665	1.851488
LOC101885604	LOC101885604	NC_007112.7	-	550964	558826	0.360897	0.306290	0.461177
mrpl39	mrpl39	NC_007112.7	+	580671	591334	15.429150	13.094597	19.716335
jam2a	jam2a	NC_007112.7	+	594637	608235	3.504087	2.973891	4.477742
atp5j	atp5j	NC_007112.7	-	610327	614663	69.983368	125.365234	188.760544
appa	appa	NC_007112.7	-	617799	656793	31.950958	27.116524	40.828938
cyyr1	cyyr1	NC_007112.7	-	658405	669717	1.946018	1.651570	2.486744
adamts1	adamts1	NC_007112.7	-	672189	681503	13.871060	11.885655	17.896053
adamts5	adamts5	NC_007112.7	-	691738	714626	0.101279	0.085955	0.129421
n6amt1	n6amt1	NC_007112.7	+	961607	970952	9.275431	7.871984	11.852728
gart	gart	NC_007112.7	-	973067	1005061	6.033058	5.120209	7.709420
LOC100332351	LOC100332351	NC_007112.7	-	1006793	1014803	5.922609	5.026471	7.568281
LOC101886071	LOC101886071	NC_007112.7	-	1027556	1030612	0.232234	0.214708	0.323283
donson	donson	NC_007112.7	-	1286285	1352950	1.569175	1.331746	2.005190
runx1	runx1	NC_007112.7	-	1361974	1402588	1.477909	1.291203	1.944144
mir459	mir459	NC_007112.7	+	1575483	1575563	0.000000	0.000000	0.000000
urp2	urp2	NC_007112.7	+	1599979	1614496	0.000000	0.000000	0.000000
LOC100333907	LOC100333907	NC_007112.7	-	1618992	1631504	0.000000	0.000000	0.000000
atp1a1a.4	atp1a1a.4	NC_007112.7	+	1689794	1706159	384.481262	326.306183	491.314270
atp1a1a.1	atp1a1a.1	NC_007112.7	+	1712169	1731564	158.672455	134.664047	202.761612
LOC108187381	LOC108187381	NC_007112.7	-	1772028	1788265	0.000000	0.000000	0.000000
atp1a1a.2	atp1a1a.2	NC_007112.7	+	1789357	1796834	3.205529	2.720507	4.096226
atp1a1a.3	atp1a1a.3	NC_007112.7	+	1805294	1815660	7.874426	6.682962	10.062435
atp1a1a.5	atp1a1a.5	NC_007112.7	+	1838164	1850104	9.395182	7.973616	12.005754
si:ch211-132g1.3	si:ch211-132g1.3	NC_007112.7	-	1858212	1885624	17.265793	15.797048	23.785376
LOC103911757	LOC103911757	NC_007112.7	-	1887409	1894104	0.000000	0.000000	0.000000
si:ch211-132g1.6	si:ch211-132g1.6	NC_007112.7	+	1896661	1900710	1.065831	0.904562	1.361986
si:ch211-132g1.4	si:ch211-132g1.4	NC_007112.7	+	1904336	1911709	8.875349	7.545255	11.360776
si:ch211-132g1.1	si:ch211-132g1.1	NC_007112.7	+	1915939	1925963	3.715296	3.153142	4.747638
si:ch211-132g1.7	si:ch211-132g1.7	NC_007112.7	+	1941043	2000500	0.701039	0.594966	0.895832
slc5a3a	slc5a3a	NC_007112.7	+	2025085	2027100	0.000000	0.000000	0.000000
oxgr1a.1	oxgr1a.1	NC_007112.7	-	2048050	2051599	0.000000	0.000000	0.000000
oxgr1a.3	oxgr1a.3	NC_007112.7	-	2060430	2061419	0.000000	0.000000	0.000000
oxgr1a.2	oxgr1a.2	NC_007112.7	-	2074513	2075529	0.000000	0.000000	0.000000
mbnl2	mbnl2	NC_007112.7	+	2101512	2217860	2.272102	7.668643	11.546559
rap2ab	rap2ab	NC_007112.7	+	2222366	2240119	1.702899	1.445237	2.176071
kpnb3	kpnb3	NC_007112.7	+	2260447	2299553	30.320021	25.738888	38.754654
farp1	farp1	NC_007112.7	+	2301930	2446117	5.740298	4.871745	7.335313
si:ch211-235f1.3	si:ch211-235f1.3	NC_007112.7	-	2331575	2358761	0.000000	0.000000	0.000000
ggact.3	ggact.3	NC_007112.7	-	2447021	2449490	12.374758	11.517870	17.342283
ggact.2	ggact.2	NC_007112.7	-	2450163	2453133	16.062431	13.632057	20.525581
ggact.1	ggact.1	NC_007112.7	-	2454140	2457526	62.698448	53.211674	80.120010
gpc6a	gpc6a	NC_007112.7	+	2712901	3036374	0.235705	0.202541	0.304963
LOC110439758	LOC110439758	NC_007112.7	+	2925455	2927347	0.024042	0.020404	0.030722
gpc5a	gpc5a	NC_007112.7	-	3100244	3295045	2.460856	2.088509	3.144636
slitrk6	slitrk6	NC_007112.7	+	4101741	4154332	0.287404	0.243917	0.367263
LOC101887188	LOC101887188	NC_007112.7	-	4117881	4125107	0.017010	0.033342	0.050202
slitrk1	slitrk1	NC_007112.7	+	4545187	4550481	0.042304	0.035903	0.054059
LOC101882161	LOC101882161	NC_007112.7	-	4783348	4785448	0.107283	0.091050	0.137093
spry2	spry2	NC_007112.7	+	5273457	5277598	14.166952	12.323985	18.556038
ndfip2	ndfip2	NC_007112.7	-	5354489	5394686	27.312777	23.180136	34.901978
tuba8l2	tuba8l2	NC_007112.7	+	5402484	5419116	238.981033	202.821304	305.384979
stk16	stk16	NC_007112.7	+	5422437	5434261	7.443769	6.317467	9.512115
mnx2b	mnx2b	NC_007112.7	-	5449777	5455502	33.183159	28.616083	43.086803
atic	atic	NC_007112.7	+	5485853	5503665	7.004597	5.944746	8.950913
fn1b	fn1b	NC_007112.7	-	5504131	5543086	263.026611	229.225143	345.140839
cpo	cpo	NC_007112.7	+	5576151	5587130	0.554217	0.470360	0.708213
nrp2a	nrp2a	NC_007112.7	-	5606460	5746056	0.345990	0.745781	1.122912
pard3ba	pard3ba	NC_007112.7	-	5795014	6085751	1.654934	3.759762	5.661016
abcb6a	abcb6a	NC_007112.7	+	6135126	6160856	4.914443	4.171644	6.281181
cnppd1	cnppd1	NC_007112.7	+	6161989	6169817	18.465488	15.671514	23.596359
prkag3a	prkag3a	NC_007112.7	+	6171517	6185520	0.967751	0.828999	1.248211
retreg2	retreg2	NC_007112.7	+	6189856	6210816	7.590205	6.441747	9.699240
mdh1b	mdh1b	NC_007112.7	-	6218628	6225363	0.000000	0.000000	0.000000
fastkd2	fastkd2	NC_007112.7	+	6221936	6243817	11.035435	11.022565	16.596508
gtf3c3	gtf3c3	NC_007112.7	+	6243906	6272146	3.494884	2.966080	4.465982
hecw2b	hecw2b	NC_007112.7	+	6276244	6365434	0.930411	0.789632	1.188938
klf7a	klf7a	NC_007112.7	-	6403562	6494384	0.294337	0.249801	0.376122
si:ch211-93g23.2	si:ch211-93g23.2	NC_007112.7	+	6640002	6646358	18.606344	22.817759	34.356354
ube2f	ube2f	NC_007112.7	+	6646507	6664123	11.270213	11.209368	16.877775
erbb4a	erbb4a	NC_007112.7	+	6817290	6925113	0.000000	0.000000	0.000000
LOC108184914	LOC108184914	NC_007112.7	-	6984652	7054455	0.044374	0.037660	0.056704
si:ch73-383l1.1	si:ch73-383l1.1	NC_007112.7	+	7189839	7451903	0.000000	0.000000	0.000000
lancl1	lancl1	NC_007112.7	+	7517461	7539716	11.663624	9.898825	14.904510
mylz3	mylz3	NC_007112.7	+	7546347	7554358	1.935751	1.642856	2.473624
pcnp	pcnp	NC_007112.7	+	7556963	7561231	10.625185	10.754128	16.192327
mxa	mxa	NC_007112.7	-	7562323	7570219	10.378595	8.808231	13.262420
mxb	mxb	NC_007112.7	-	7574224	7603573	3.470393	2.995597	4.510425
efnb2b	efnb2b	NC_007112.7	-	7634516	7659569	0.959204	0.814069	1.225731
arglu1b	arglu1b	NC_007112.7	-	7662091	7673376	21.094036	17.902340	26.955282
en1b	en1b	NC_007112.7	+	7679225	7683374	0.000000	0.000000	0.000000
radil	radil	NC_007112.7	-	7847423	7894273	0.000000	0.000000	0.000000
wu:fc47e11	wu:fc47e11	NC_007112.7	-	7917882	7920638	3.341167	2.835622	4.269553
si:dkey-79f11.10	si:dkey-79f11.10	NC_007112.7	-	7924955	8012299	21.927681	144.141815	217.032150
si:dkey-79f11.9	si:dkey-79f11.9	NC_007112.7	-	7935957	7940616	5.184510	4.400053	6.625092
si:dkey-79f11.7	si:dkey-79f11.7	NC_007112.7	-	7946171	7978531	71.630661	83.467834	125.676247
si:dkey-79f11.5	si:dkey-79f11.5	NC_007112.7	-	7994106	8000558	20.312601	17.239141	25.956717
si:dkeyp-9d4.2	si:dkeyp-9d4.2	NC_007112.7	-	8016616	8020713	151.061676	128.204834	193.036087
si:dkeyp-9d4.3	si:dkeyp-9d4.3	NC_007112.7	-	8022320	8101668	0.161815	0.137331	0.206777
si:dkeyp-9d4.5	si:dkeyp-9d4.5	NC_007112.7	+	8109810	8163473	0.000000	0.000000	0.000000
LOC101882918	LOC101882918	NC_007112.7	-	8128468	8142226	1.865315	2.602924	3.919183
grapb	grapb	NC_007112.7	-	8165340	8192418	0.000000	0.000000	0.000000
LOC103911848	LOC103911848	NC_007112.7	-	8200733	8205228	0.000000	0.000000	0.000000
cacna1hb	cacna1hb	NC_007112.7	+	8304862	8404338	0.183246	0.155519	0.234163
syngr3b	syngr3b	NC_007112.7	-	8415983	8428760	2.881615	2.445604	3.682308
myo15ab	myo15ab	NC_007112.7	+	8435021	8507743	0.000000	0.000000	0.000000
alkbh5	alkbh5	NC_007112.7	+	8508753	8516591	8.760671	7.435111	11.194935
mief2	mief2	NC_007112.7	+	8521323	8530516	2.074075	1.760251	2.650383
smcr8b	smcr8b	NC_007112.7	+	8534698	8540045	1.389353	1.179133	1.775402
zgc:112980	zgc:112980	NC_007112.7	-	8539903	8553326	2.159744	1.841340	2.772478
ptcd1	ptcd1	NC_007112.7	-	8555327	8566666	2.363518	2.005899	3.020252
LOC110439701	LOC110439701	NC_007112.7	+	8573575	8575127	0.000000	0.000000	0.000000
si:ch211-160d14.9	si:ch211-160d14.9	NC_007112.7	+	8587345	8590640	0.115849	0.112958	0.170078
si:ch211-160d14.6	si:ch211-160d14.6	NC_007112.7	+	8601862	8612394	0.000000	0.000000	0.000000
zgc:153118	zgc:153118	NC_007112.7	-	8612572	8613918	0.000000	0.000000	0.000000
LOC101883376	LOC101883376	NC_007112.7	-	8615620	8618349	0.906989	0.769754	1.159007
LOC103911895	LOC103911895	NC_007112.7	-	8626996	8629020	0.000000	0.000000	0.000000
fbxl18	fbxl18	NC_007112.7	-	8638162	8646931	1.012337	0.859162	1.293628
actb1	actb1	NC_007112.7	-	8649104	8652632	854.894409	725.542053	1092.437744
fscn1b	fscn1b	NC_007112.7	+	8662542	8668674	0.208471	0.176928	0.266397
abcg2b	abcg2b	NC_007112.7	-	8674074	8691921	14.997129	12.727944	19.164272
zgc:77849	zgc:77849	NC_007112.7	+	8694196	8702684	24.459759	20.758802	31.256214
grin2ab	grin2ab	NC_007112.7	-	8763721	8918458	0.015165	0.012870	0.019379
si:ch73-191k20.1	si:ch73-191k20.1	NC_007112.7	+	8950804	8963797	0.000000	0.000000	0.000000
socs1b	socs1b	NC_007112.7	-	8961012	8966348	12.631846	10.811003	16.277964
si:ch73-191k20.4	si:ch73-191k20.4	NC_007112.7	-	8974033	8977967	3.282447	2.785787	4.194517
LOC103911865	LOC103911865	NC_007112.7	-	8978905	8980668	0.000000	0.000000	0.000000
tlr2	tlr2	NC_007112.7	+	8983491	8989759	0.241220	0.370954	0.558540
prkcba	prkcba	NC_007112.7	+	9004686	9074691	0.443291	0.439240	0.661357
cacng3a	cacng3a	NC_007112.7	+	9082175	9092208	0.000000	0.000000	0.000000
si:ch211-14k19.8	si:ch211-14k19.8	NC_007112.7	-	9100447	9115045	0.281724	0.239097	0.360005
ndufab1a	ndufab1a	NC_007112.7	-	9118104	9123429	38.836681	32.960384	49.627945
palb2	palb2	NC_007112.7	-	9124996	9134082	0.690141	0.585717	0.881905
LOC110439775	LOC110439775	NC_007112.7	-	9137445	9140104	0.034943	0.035786	0.053882
zgc:152698	zgc:152698	NC_007112.7	+	9144958	9145896	0.791267	0.671542	1.011131
plk1	plk1	NC_007112.7	+	9153187	9161695	3.712671	3.150914	4.744284
ern2	ern2	NC_007112.7	-	9169271	9195936	1.849835	1.579036	2.377530
chtf18	chtf18	NC_007112.7	+	9199038	9227201	0.741331	0.629162	0.947319
gng13a	gng13a	NC_007112.7	-	9227080	9228007	0.000000	0.000000	0.000000
si:dkeyp-57d7.4	si:dkeyp-57d7.4	NC_007112.7	-	9230981	9231841	0.409408	0.347461	0.523167
zgc:136472	zgc:136472	NC_007112.7	-	9234928	9249957	47.387081	40.217041	60.554184
ubn1	ubn1	NC_007112.7	-	9270015	9277986	0.000000	0.000000	0.000000
uncx4.1	uncx4.1	NC_007112.7	+	9290103	9294100	0.000000	0.000000	0.000000
LOC101883884	LOC101883884	NC_007112.7	-	9420821	9422280	0.000000	0.000000	0.000000
micall2b	micall2b	NC_007112.7	-	9460010	9486131	10.350338	9.344587	14.070004
