Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	8363.668945	3050.941650	3976.646973
cep97	cep97	NC_007112.7	+	11922	16373	9.431808	3.591041	4.680622
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	12.096148	6.136756	7.998749
eed	eed	NC_007112.7	+	27688	34330	18.152910	6.621911	8.631106
hikeshi	hikeshi	NC_007112.7	+	36734	39191	58.982658	21.515993	28.044296
tmem39a	tmem39a	NC_007112.7	-	39325	44525	44.343792	16.175953	21.084002
ildr1a	ildr1a	NC_007112.7	-	44839	49831	2.754418	1.004771	1.309634
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	1.255710	0.458064	0.597048
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.126158	0.076081	0.099166
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	2.548568	0.929680	1.211759
f7	f7	NC_007112.7	+	119960	125246	0.653400	0.238351	0.310670
f7i	f7i	NC_007112.7	+	127258	134079	0.000000	0.000000	0.000000
f10	f10	NC_007112.7	+	136020	142173	17.418755	6.354102	8.282040
prozb	prozb	NC_007112.7	+	144291	152006	0.000000	0.000000	0.000000
pcid2	pcid2	NC_007112.7	-	152007	157567	10.872573	3.973385	5.178975
cul4a	cul4a	NC_007112.7	+	157793	168647	40.040707	14.606253	19.038027
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	16.106104	5.875267	7.657918
grtp1a	grtp1a	NC_007112.7	-	184908	191971	4.817535	1.798456	2.344137
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	10.436422	3.807051	4.962172
tmco3	tmco3	NC_007112.7	+	214860	226001	3.620678	1.320769	1.721512
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	13.542939	5.071808	6.610677
cenpe	cenpe	NC_007112.7	+	259991	296057	0.295409	0.108027	0.140804
LOC108187164	LOC108187164	NC_007112.7	+	309401	312613	0.105205	0.038377	0.050021
gas6	gas6	NC_007112.7	-	312784	338268	10.408943	3.797027	4.949107
pros1	pros1	NC_007112.7	-	343292	354114	38.503315	14.045434	18.307049
rasa3	rasa3	NC_007112.7	-	357227	411366	5.557012	2.031425	2.647793
tpp2	tpp2	NC_007112.7	+	418866	443739	4.171381	1.533088	1.998252
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
zgc:92518	zgc:92518	NC_007112.7	-	466780	471939	0.233750	0.085269	0.111140
ercc5	ercc5	NC_007112.7	-	474073	494309	5.776474	2.107172	2.746522
blzf1	blzf1	NC_007112.7	+	494297	505620	16.356855	6.101057	7.952217
trmt10c	trmt10c	NC_007112.7	-	509021	513786	25.341951	9.244366	12.049257
txnl4b	txnl4b	NC_007112.7	+	513982	522317	7.581522	3.217628	4.193908
si:ch73-41e3.7	si:ch73-41e3.7	NC_007112.7	-	518853	524433	0.000000	0.000000	0.000000
mrpl16	mrpl16	NC_007112.7	+	524699	530940	63.932404	23.730425	30.930622
cenpq	cenpq	NC_007112.7	+	532766	549521	0.908325	0.331343	0.431878
LOC101885604	LOC101885604	NC_007112.7	-	550964	558826	0.373954	0.136413	0.177803
mrpl39	mrpl39	NC_007112.7	+	580671	591334	33.256680	12.131540	15.812448
jam2a	jam2a	NC_007112.7	+	594637	608235	16.515894	6.024752	7.852759
atp5j	atp5j	NC_007112.7	-	610327	614663	182.385788	123.406845	160.850479
appa	appa	NC_007112.7	-	617799	656793	63.198498	23.053869	30.048788
cyyr1	cyyr1	NC_007112.7	-	658405	669717	5.360107	1.955287	2.548553
adamts1	adamts1	NC_007112.7	-	672189	681503	1.232753	0.449789	0.586262
adamts5	adamts5	NC_007112.7	-	691738	714626	0.000000	0.000000	0.000000
n6amt1	n6amt1	NC_007112.7	+	961607	970952	17.961206	6.551980	8.539957
gart	gart	NC_007112.7	-	973067	1005061	7.396694	2.698204	3.516882
LOC100332351	LOC100332351	NC_007112.7	-	1006793	1014803	9.050435	3.301464	4.303182
LOC101886071	LOC101886071	NC_007112.7	-	1027556	1030612	1.477613	0.585388	0.763004
donson	donson	NC_007112.7	-	1286285	1352950	0.000000	0.000000	0.000000
runx1	runx1	NC_007112.7	-	1361974	1402588	0.954952	0.441486	0.575440
LOC100333907	LOC100333907	NC_007112.7	-	1618992	1631504	2.071429	0.755626	0.984896
atp1a1a.4	atp1a1a.4	NC_007112.7	+	1689794	1706159	1175.525146	428.814026	558.923157
atp1a1a.1	atp1a1a.1	NC_007112.7	+	1712169	1731564	893.905029	326.083221	425.022156
LOC108187381	LOC108187381	NC_007112.7	-	1772028	1788265	0.094867	0.034606	0.045106
atp1a1a.2	atp1a1a.2	NC_007112.7	+	1789357	1796834	5.101576	1.860979	2.425630
atp1a1a.3	atp1a1a.3	NC_007112.7	+	1805294	1815660	12.899377	4.705500	6.133225
atp1a1a.5	atp1a1a.5	NC_007112.7	+	1838164	1850104	23.788719	8.677771	11.310747
si:ch211-132g1.3	si:ch211-132g1.3	NC_007112.7	-	1858212	1885624	6.243504	2.411826	3.143613
LOC103911757	LOC103911757	NC_007112.7	-	1887409	1894104	0.000000	0.000000	0.000000
si:ch211-132g1.6	si:ch211-132g1.6	NC_007112.7	+	1896661	1900710	0.735868	0.268434	0.349881
si:ch211-132g1.4	si:ch211-132g1.4	NC_007112.7	+	1904336	1911709	26.313311	9.646094	12.572876
si:ch211-132g1.1	si:ch211-132g1.1	NC_007112.7	+	1915939	1925963	10.018384	3.654557	4.763409
si:ch211-132g1.7	si:ch211-132g1.7	NC_007112.7	+	1941043	2000500	0.780488	0.284710	0.371096
slc5a3a	slc5a3a	NC_007112.7	+	2025085	2027100	0.036706	0.013390	0.017452
oxgr1a.2	oxgr1a.2	NC_007112.7	-	2074513	2075529	0.073746	0.026901	0.035064
mbnl2	mbnl2	NC_007112.7	+	2101512	2217860	3.230216	4.688988	6.111704
rap2ab	rap2ab	NC_007112.7	+	2222366	2240119	0.000000	0.000000	0.000000
kpnb3	kpnb3	NC_007112.7	+	2260447	2299553	103.866936	37.899837	49.399265
farp1	farp1	NC_007112.7	+	2301930	2446117	8.102195	2.955560	3.852325
si:ch211-235f1.3	si:ch211-235f1.3	NC_007112.7	-	2331575	2358761	0.000000	0.000000	0.000000
ggact.3	ggact.3	NC_007112.7	-	2447021	2449490	7.437998	2.713271	3.536521
ggact.2	ggact.2	NC_007112.7	-	2450163	2453133	20.878677	7.616230	9.927118
ggact.1	ggact.1	NC_007112.7	-	2454140	2457526	61.135731	22.301403	29.068012
gpc6a	gpc6a	NC_007112.7	+	2712901	3036374	0.153435	0.056670	0.073865
LOC110439758	LOC110439758	NC_007112.7	+	2925455	2927347	0.000000	0.000000	0.000000
gpc5a	gpc5a	NC_007112.7	-	3100244	3295045	3.620183	1.320589	1.721277
mir92a-1	mir92a-1	NC_007112.7	-	3297367	3297451	0.211765	0.298461	0.389018
LOC103910100	LOC103910100	NC_007112.7	+	3786526	3833365	0.000000	0.000000	0.000000
slitrk6	slitrk6	NC_007112.7	+	4101741	4154332	1.240360	0.452465	0.589750
LOC101887188	LOC101887188	NC_007112.7	-	4117881	4125107	0.101509	0.090410	0.117842
slitrk1	slitrk1	NC_007112.7	+	4545187	4550481	0.326157	0.118977	0.155077
LOC101882161	LOC101882161	NC_007112.7	-	4783348	4785448	0.000000	0.000000	0.000000
spry2	spry2	NC_007112.7	+	5273457	5277598	22.259418	8.280756	10.793272
ndfip2	ndfip2	NC_007112.7	-	5354489	5394686	47.578564	17.355949	22.622028
tuba8l2	tuba8l2	NC_007112.7	+	5402484	5419116	453.095764	165.282578	215.432007
stk16	stk16	NC_007112.7	+	5422437	5434261	4.982979	1.817716	2.369241
mnx2b	mnx2b	NC_007112.7	-	5449777	5455502	1.770833	0.659718	0.859887
atic	atic	NC_007112.7	+	5485853	5503665	21.254852	7.753453	10.105977
fn1b	fn1b	NC_007112.7	-	5504131	5543086	60.322544	22.771139	29.680273
cpo	cpo	NC_007112.7	+	5576151	5587130	549.680298	200.515167	261.354736
nrp2a	nrp2a	NC_007112.7	-	5606460	5746056	0.370310	0.343083	0.447180
pard3ba	pard3ba	NC_007112.7	-	5795014	6085751	1.411722	1.374948	1.792130
abcb6a	abcb6a	NC_007112.7	+	6135126	6160856	8.433784	3.077105	4.010748
cnppd1	cnppd1	NC_007112.7	+	6161989	6169817	34.031105	12.414040	16.180660
prkag3a	prkag3a	NC_007112.7	+	6171517	6185520	2.298373	0.847274	1.104351
retreg2	retreg2	NC_007112.7	+	6189856	6210816	9.204269	3.416534	4.453166
mdh1b	mdh1b	NC_007112.7	-	6218628	6225363	0.000000	0.000000	0.000000
fastkd2	fastkd2	NC_007112.7	+	6221936	6243817	24.466803	10.504066	13.691170
gtf3c3	gtf3c3	NC_007112.7	+	6243906	6272146	8.729195	3.184280	4.150443
hecw2b	hecw2b	NC_007112.7	+	6276244	6365434	1.844490	0.672843	0.876994
klf7a	klf7a	NC_007112.7	-	6403562	6494384	0.203459	0.074219	0.096738
si:ch211-93g23.2	si:ch211-93g23.2	NC_007112.7	+	6640002	6646358	13.900506	7.227824	9.420863
ube2f	ube2f	NC_007112.7	+	6646507	6664123	16.773985	7.817649	10.189651
erbb4a	erbb4a	NC_007112.7	+	6817290	6925113	0.000000	0.000000	0.000000
LOC108184914	LOC108184914	NC_007112.7	-	6984652	7054455	0.026722	0.009748	0.012705
si:ch73-383l1.1	si:ch73-383l1.1	NC_007112.7	+	7189839	7451903	0.000000	0.000000	0.000000
lancl1	lancl1	NC_007112.7	+	7517461	7539716	9.474510	3.456160	4.504815
mylz3	mylz3	NC_007112.7	+	7546347	7554358	5.247669	1.914271	2.495092
pcnp	pcnp	NC_007112.7	+	7556963	7561231	11.521852	4.981749	6.493292
mxa	mxa	NC_007112.7	-	7562323	7570219	4.536982	1.655023	2.157184
mxb	mxb	NC_007112.7	-	7574224	7603573	0.361909	0.134274	0.175015
efnb2b	efnb2b	NC_007112.7	-	7634516	7659569	2.258707	0.823943	1.073940
arglu1b	arglu1b	NC_007112.7	-	7662091	7673376	57.468567	20.963676	27.324396
radil	radil	NC_007112.7	-	7847423	7894273	0.000000	0.000000	0.000000
wu:fc47e11	wu:fc47e11	NC_007112.7	-	7917882	7920638	9.829822	3.585772	4.673754
si:dkey-79f11.10	si:dkey-79f11.10	NC_007112.7	-	7924955	8012299	0.673258	1.865109	2.431013
si:dkey-79f11.9	si:dkey-79f11.9	NC_007112.7	-	7935957	7940616	0.000000	0.000000	0.000000
si:dkey-79f11.7	si:dkey-79f11.7	NC_007112.7	-	7946171	7978531	34.219093	18.779406	24.477383
si:dkey-79f11.5	si:dkey-79f11.5	NC_007112.7	-	7994106	8000558	0.825506	0.301132	0.392501
si:dkeyp-9d4.2	si:dkeyp-9d4.2	NC_007112.7	-	8016616	8020713	58.045864	21.174267	27.598881
si:dkeyp-9d4.3	si:dkeyp-9d4.3	NC_007112.7	-	8022320	8101668	0.625255	0.228084	0.297288
si:dkeyp-9d4.5	si:dkeyp-9d4.5	NC_007112.7	+	8109810	8163473	0.436167	0.221262	0.288396
LOC101882918	LOC101882918	NC_007112.7	-	8128468	8142226	1.108621	0.572335	0.745990
cacna1hb	cacna1hb	NC_007112.7	+	8304862	8404338	0.803860	0.293236	0.382209
syngr3b	syngr3b	NC_007112.7	-	8415983	8428760	3.662471	1.336015	1.741383
myo15ab	myo15ab	NC_007112.7	+	8435021	8507743	0.092539	0.033757	0.043999
alkbh5	alkbh5	NC_007112.7	+	8508753	8516591	20.287371	7.400530	9.645971
mief2	mief2	NC_007112.7	+	8521323	8530516	10.844895	3.956056	5.156388
smcr8b	smcr8b	NC_007112.7	+	8534698	8540045	0.859630	0.313580	0.408726
zgc:112980	zgc:112980	NC_007112.7	-	8539903	8553326	2.173821	0.819817	1.068562
ptcd1	ptcd1	NC_007112.7	-	8555327	8566666	4.032390	1.470956	1.917268
LOC110439701	LOC110439701	NC_007112.7	+	8573575	8575127	12.410188	4.527051	5.900632
si:ch211-160d14.9	si:ch211-160d14.9	NC_007112.7	+	8587345	8590640	1.494683	0.641971	0.836756
fbxl18	fbxl18	NC_007112.7	-	8638162	8646931	1.594228	0.581551	0.758003
actb1	actb1	NC_007112.7	-	8649104	8652632	1103.227905	402.441071	524.548279
fscn1b	fscn1b	NC_007112.7	+	8662542	8668674	0.000000	0.000000	0.000000
abcg2b	abcg2b	NC_007112.7	-	8674074	8691921	55.149300	20.117641	26.221663
zgc:77849	zgc:77849	NC_007112.7	+	8694196	8702684	36.490547	13.311207	17.350044
grin2ab	grin2ab	NC_007112.7	-	8763721	8918458	0.000000	0.000000	0.000000
si:ch73-191k20.1	si:ch73-191k20.1	NC_007112.7	+	8950804	8963797	0.310408	0.213577	0.278380
socs1b	socs1b	NC_007112.7	-	8961012	8966348	4.265123	1.589104	2.071264
si:ch73-191k20.4	si:ch73-191k20.4	NC_007112.7	-	8974033	8977967	2.914820	1.063283	1.385900
LOC103911865	LOC103911865	NC_007112.7	-	8978905	8980668	0.000000	0.000000	0.000000
tlr2	tlr2	NC_007112.7	+	8983491	8989759	0.194334	0.128453	0.167428
prkcba	prkcba	NC_007112.7	+	9004686	9074691	0.338486	0.144210	0.187966
si:ch211-14k19.8	si:ch211-14k19.8	NC_007112.7	-	9100447	9115045	0.216361	0.078925	0.102872
ndufab1a	ndufab1a	NC_007112.7	-	9118104	9123429	38.519409	14.051307	18.314699
palb2	palb2	NC_007112.7	-	9124996	9134082	0.578300	0.210955	0.274962
LOC110439775	LOC110439775	NC_007112.7	-	9137445	9140104	0.074829	0.032939	0.042933
zgc:152698	zgc:152698	NC_007112.7	+	9144958	9145896	0.193291	0.070510	0.091903
plk1	plk1	NC_007112.7	+	9153187	9161695	0.382253	0.139440	0.181749
ern2	ern2	NC_007112.7	-	9169271	9195936	1.003921	0.368337	0.480096
chtf18	chtf18	NC_007112.7	+	9199038	9227201	0.000000	0.000000	0.000000
gng13a	gng13a	NC_007112.7	-	9227080	9228007	0.000000	0.000000	0.000000
si:dkeyp-57d7.4	si:dkeyp-57d7.4	NC_007112.7	-	9230981	9231841	0.565041	0.206119	0.268658
zgc:136472	zgc:136472	NC_007112.7	-	9234928	9249957	84.483925	31.127602	40.572224
micall2b	micall2b	NC_007112.7	-	9460010	9486131	20.203665	7.840004	10.218789
si:ch73-12o23.1	si:ch73-12o23.1	NC_007112.7	-	9499640	9527411	143.025040	53.830433	70.163460
elfn1b	elfn1b	NC_007112.7	+	9557186	9711530	0.000000	0.000000	0.000000
ugt5b5	ugt5b5	NC_007112.7	-	9626277	9629705	15.091269	5.505070	7.175397
ugt5b4	ugt5b4	NC_007112.7	-	9630996	9652696	39.206947	14.302110	18.641602
ugt5b3	ugt5b3	NC_007112.7	-	9635978	9641845	51.292877	18.710876	24.388060
ugt5b2	ugt5b2	NC_007112.7	-	9642976	9644630	20.942728	7.639595	9.957572
ugt5b1	ugt5b1	NC_007112.7	-	9644893	9652725	11.073709	5.926488	7.724681
mad1l1	mad1l1	NC_007112.7	-	9740800	9858521	5.304381	1.934959	2.522057
pmm2	pmm2	NC_007112.7	+	9860381	9866608	3.950262	1.440997	1.878218
zgc:56409	zgc:56409	NC_007112.7	-	9873309	9885360	4.429201	1.615706	2.105938
rgs11	rgs11	NC_007112.7	+	9886942	9914635	1.270737	0.536191	0.698881
tmem8a	tmem8a	NC_007112.7	-	9916376	9941051	4.833715	1.795380	2.340127
LOC110439781	LOC110439781	NC_007112.7	+	9940379	9950811	0.036147	0.051340	0.066918
pdia2	pdia2	NC_007112.7	+	9954485	9964765	202.449966	73.850723	96.258240
si:dkeyp-75b4.9	si:dkeyp-75b4.9	NC_007112.7	-	9985169	9989664	8.132969	2.966786	3.866957
si:dkeyp-75b4.10	si:dkeyp-75b4.10	NC_007112.7	+	9994785	10000362	59.240452	21.610033	28.166868
trim2b	trim2b	NC_007112.7	+	10003397	10033493	0.227578	0.083017	0.108206
rnf175	rnf175	NC_007112.7	-	10037444	10048514	13.808483	5.213351	6.795167
fgb	fgb	NC_007112.7	+	10051806	10059430	1.427578	0.520759	0.678766
fga	fga	NC_007112.7	-	10066100	10071522	0.978289	0.356865	0.465144
lratb	lratb	NC_007112.7	+	10074498	10113195	6.929274	6.105739	7.958319
npy2rl	npy2rl	NC_007112.7	+	10221568	10236768	1.921510	0.700938	0.913614
eif3f	eif3f	NC_007112.7	+	10297027	10304044	1253.278442	457.177307	595.892334
zgc:77880	zgc:77880	NC_007112.7	+	10305652	10315206	2.175837	0.793713	1.034538
tmem55bb	tmem55bb	NC_007112.7	+	10318089	10325025	1.112161	0.405700	0.528796
dachb	dachb	NC_007112.7	+	10378677	10448630	0.759105	0.348224	0.453881
tnrc5	tnrc5	NC_007112.7	-	10462692	10473588	3.949907	1.440867	1.878050
zgc:174945	zgc:174945	NC_007112.7	-	10637479	10640624	0.700798	0.255641	0.333206
si:dkey-31e10.1	si:dkey-31e10.1	NC_007112.7	-	10642501	10647351	0.000000	0.000000	0.000000
si:dkey-31e10.5	si:dkey-31e10.5	NC_007112.7	-	10666517	10670695	0.307237	0.112075	0.146081
si:dkey-31e10.6p	si:dkey-31e10.6p	NC_007112.7	-	10672598	10683997	0.766121	0.279469	0.364265
zgc:103678	zgc:103678	NC_007112.7	+	10683843	10696591	19.104870	6.969172	9.083732
atp1b1b	atp1b1b	NC_007112.7	+	10720218	10739209	1.181391	0.430954	0.561712
LOC100334711	LOC100334711	NC_007112.7	+	10760059	10777133	0.000000	0.000000	0.000000
si:ch73-222h13.1	si:ch73-222h13.1	NC_007112.7	-	10783670	10806635	0.000000	0.000000	0.000000
crfb15	crfb15	NC_007112.7	-	10809355	10821584	3.363851	1.264683	1.648408
dmd	dmd	NC_007112.7	-	10824343	11075439	1.102102	1.625167	2.118269
casc5	casc5	NC_007112.7	-	11086955	11107435	0.075986	0.027719	0.036129
knstrn	knstrn	NC_007112.7	+	11107743	11117501	0.784375	0.286128	0.372944
sdk1b	sdk1b	NC_007112.7	-	11124265	11509093	0.036334	0.013254	0.017276
si:dkey-26i13.7	si:dkey-26i13.7	NC_007112.7	-	11595545	11596859	0.050418	0.018392	0.023972
