Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	1418.458252	1589.912476	2398.706787
cep97	cep97	NC_007112.7	+	11922	16373	1.678068	1.911636	2.884093
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	13.882352	21.180229	31.954691
eed	eed	NC_007112.7	+	27688	34330	10.437620	11.699252	17.650705
hikeshi	hikeshi	NC_007112.7	+	36734	39191	11.552601	12.949006	19.536213
tmem39a	tmem39a	NC_007112.7	-	39325	44525	9.603138	10.763904	16.239542
ildr1a	ildr1a	NC_007112.7	-	44839	49831	5.082465	5.696801	8.594785
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	1.164936	1.305746	1.969984
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.283067	0.524532	0.791363
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	6.773585	7.592333	11.454580
f7	f7	NC_007112.7	+	119960	125246	15.924820	17.849710	26.929924
f7i	f7i	NC_007112.7	+	127258	134079	16.105667	18.052418	27.235748
f10	f10	NC_007112.7	+	136020	142173	35.409679	39.689774	59.880112
prozb	prozb	NC_007112.7	+	144291	152006	6.653289	7.457496	11.251152
pcid2	pcid2	NC_007112.7	-	152007	157567	7.497573	8.522779	12.858348
cul4a	cul4a	NC_007112.7	+	157793	168647	18.552238	20.794714	31.373062
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	57.125362	64.030312	96.602768
grtp1a	grtp1a	NC_007112.7	-	184908	191971	5.419431	6.162110	9.296799
adprhl1	adprhl1	NC_007112.7	-	197236	206299	0.028959	0.041156	0.062093
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	12.414009	13.914536	20.992910
tmco3	tmco3	NC_007112.7	+	214860	226001	2.664096	2.986115	4.505163
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	6.992507	7.892303	11.907147
cenpe	cenpe	NC_007112.7	+	259991	296057	2.355876	2.650255	3.998450
tmem255b	tmem255b	NC_007112.7	+	296919	309348	0.000000	0.000000	0.000000
LOC108187164	LOC108187164	NC_007112.7	+	309401	312613	0.434109	0.486581	0.734107
gas6	gas6	NC_007112.7	-	312784	338268	10.441463	11.703562	17.657206
pros1	pros1	NC_007112.7	-	343292	354114	20.803509	23.318104	35.180107
rasa3	rasa3	NC_007112.7	-	357227	411366	4.830793	5.423105	8.181858
tpp2	tpp2	NC_007112.7	+	418866	443739	9.525278	10.728431	16.186022
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
ercc5	ercc5	NC_007112.7	-	474073	494309	2.064380	2.313909	3.491003
blzf1	blzf1	NC_007112.7	+	494297	505620	9.711344	11.133264	16.796795
trmt10c	trmt10c	NC_007112.7	-	509021	513786	5.551390	6.222407	9.387768
txnl4b	txnl4b	NC_007112.7	+	513982	522317	2.736413	3.516261	5.304996
si:ch73-41e3.7	si:ch73-41e3.7	NC_007112.7	-	518853	524433	0.395732	0.493863	0.745092
mrpl16	mrpl16	NC_007112.7	+	524699	530940	19.632210	22.390989	33.781368
cenpq	cenpq	NC_007112.7	+	532766	549521	3.524763	3.950814	5.960608
LOC101885604	LOC101885604	NC_007112.7	-	550964	558826	0.714764	0.801160	1.208713
mrpl39	mrpl39	NC_007112.7	+	580671	591334	12.822672	14.372595	21.683987
jam2a	jam2a	NC_007112.7	+	594637	608235	2.620345	2.937076	4.431177
atp5j	atp5j	NC_007112.7	-	610327	614663	60.912254	160.885056	242.727875
appa	appa	NC_007112.7	-	617799	656793	29.140959	32.663334	49.279289
cyyr1	cyyr1	NC_007112.7	-	658405	669717	2.701439	3.027972	4.568312
adamts1	adamts1	NC_007112.7	-	672189	681503	14.851665	16.758118	25.283035
adamts5	adamts5	NC_007112.7	-	691738	714626	0.417910	0.468424	0.706713
n6amt1	n6amt1	NC_007112.7	+	961607	970952	5.641379	6.323273	9.539946
gart	gart	NC_007112.7	-	973067	1005061	2.523110	2.828087	4.266746
LOC100332351	LOC100332351	NC_007112.7	-	1006793	1014803	3.846956	4.311952	6.505457
LOC101886071	LOC101886071	NC_007112.7	-	1027556	1030612	0.197230	0.240091	0.362226
donson	donson	NC_007112.7	-	1286285	1352950	2.075243	2.326085	3.509373
runx1	runx1	NC_007112.7	-	1361974	1402588	5.868322	8.147209	12.291724
LOC100333907	LOC100333907	NC_007112.7	-	1618992	1631504	0.677104	0.758948	1.145028
atp1a1a.4	atp1a1a.4	NC_007112.7	+	1689794	1706159	28.024910	31.412382	47.391979
atp1a1a.1	atp1a1a.1	NC_007112.7	+	1712169	1731564	260.155151	291.601044	439.939575
LOC108187381	LOC108187381	NC_007112.7	-	1772028	1788265	0.000000	0.000000	0.000000
atp1a1a.2	atp1a1a.2	NC_007112.7	+	1789357	1796834	0.000000	0.000000	0.000000
atp1a1a.3	atp1a1a.3	NC_007112.7	+	1805294	1815660	2.029996	2.275369	3.432857
atp1a1a.5	atp1a1a.5	NC_007112.7	+	1838164	1850104	1.104742	1.238276	1.868192
si:ch211-132g1.3	si:ch211-132g1.3	NC_007112.7	-	1858212	1885624	14.484038	17.192015	25.937658
LOC103911757	LOC103911757	NC_007112.7	-	1887409	1894104	0.000000	0.000000	0.000000
si:ch211-132g1.6	si:ch211-132g1.6	NC_007112.7	+	1896661	1900710	2.120247	2.376529	3.585478
si:ch211-132g1.4	si:ch211-132g1.4	NC_007112.7	+	1904336	1911709	5.167959	5.830590	8.796632
si:ch211-132g1.1	si:ch211-132g1.1	NC_007112.7	+	1915939	1925963	4.686018	5.252434	7.924366
si:ch211-132g1.7	si:ch211-132g1.7	NC_007112.7	+	1941043	2000500	1.445676	1.620420	2.444734
slc5a3a	slc5a3a	NC_007112.7	+	2025085	2027100	0.464782	0.520962	0.785977
oxgr1a.1	oxgr1a.1	NC_007112.7	-	2048050	2051599	0.000000	0.000000	0.000000
oxgr1a.2	oxgr1a.2	NC_007112.7	-	2074513	2075529	0.424779	0.476124	0.718329
mbnl2	mbnl2	NC_007112.7	+	2101512	2217860	2.820182	12.612000	19.027771
rap2ab	rap2ab	NC_007112.7	+	2222366	2240119	0.609601	0.683286	1.030876
kpnb3	kpnb3	NC_007112.7	+	2260447	2299553	28.720886	32.202686	48.584316
farp1	farp1	NC_007112.7	+	2301930	2446117	3.623354	4.061322	6.127331
si:ch211-235f1.3	si:ch211-235f1.3	NC_007112.7	-	2331575	2358761	0.000000	0.000000	0.000000
ggact.2	ggact.2	NC_007112.7	-	2450163	2453133	0.000000	0.000000	0.000000
ggact.1	ggact.1	NC_007112.7	-	2454140	2457526	0.667053	0.747682	1.128031
gpc6a	gpc6a	NC_007112.7	+	2712901	3036374	0.335253	0.380472	0.574019
LOC110439758	LOC110439758	NC_007112.7	+	2925455	2927347	0.000000	0.000000	0.000000
gpc5a	gpc5a	NC_007112.7	-	3100244	3295045	2.623853	2.941008	4.437109
mir92a-1	mir92a-1	NC_007112.7	-	3297367	3297451	0.105882	0.118680	0.179053
LOC103910100	LOC103910100	NC_007112.7	+	3786526	3833365	0.000000	0.000000	0.000000
slitrk6	slitrk6	NC_007112.7	+	4101741	4154332	0.115167	0.129088	0.194755
LOC101887188	LOC101887188	NC_007112.7	-	4117881	4125107	0.000000	0.000000	0.000000
slitrk1	slitrk1	NC_007112.7	+	4545187	4550481	0.056846	0.063717	0.096130
LOC101882161	LOC101882161	NC_007112.7	-	4783348	4785448	0.000000	0.000000	0.000000
spry2	spry2	NC_007112.7	+	5273457	5277598	10.648116	12.104579	18.262222
ndfip2	ndfip2	NC_007112.7	-	5354489	5394686	24.936594	27.950769	42.169430
tuba8l2	tuba8l2	NC_007112.7	+	5402484	5419116	55.281715	61.963818	93.485039
stk16	stk16	NC_007112.7	+	5422437	5434261	10.605471	11.887392	17.934553
mnx2b	mnx2b	NC_007112.7	-	5449777	5455502	8.226562	9.417128	14.207655
atic	atic	NC_007112.7	+	5485853	5503665	5.974464	6.696619	10.103214
fn1b	fn1b	NC_007112.7	-	5504131	5543086	92.605354	106.669876	160.933228
cpo	cpo	NC_007112.7	+	5576151	5587130	0.000000	0.000000	0.000000
nrp2a	nrp2a	NC_007112.7	-	5606460	5746056	0.578217	1.646058	2.483413
pard3ba	pard3ba	NC_007112.7	-	5795014	6085751	0.691429	2.069210	3.121825
abcb6a	abcb6a	NC_007112.7	+	6135126	6160856	1.672065	1.874531	2.828112
cnppd1	cnppd1	NC_007112.7	+	6161989	6169817	24.217299	27.144531	40.953053
prkag3a	prkag3a	NC_007112.7	+	6171517	6185520	0.000000	0.000000	0.000000
retreg2	retreg2	NC_007112.7	+	6189856	6210816	7.680201	8.742838	13.190351
mdh1b	mdh1b	NC_007112.7	-	6218628	6225363	0.000000	0.000000	0.000000
fastkd2	fastkd2	NC_007112.7	+	6221936	6243817	7.890713	10.409166	15.704349
gtf3c3	gtf3c3	NC_007112.7	+	6243906	6272146	2.540928	2.848059	4.296877
hecw2b	hecw2b	NC_007112.7	+	6276244	6365434	1.492423	1.672818	2.523786
klf7a	klf7a	NC_007112.7	-	6403562	6494384	0.151916	0.170279	0.256900
