Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	4982.220215	2081.922607	3064.932861
cep97	cep97	NC_007112.7	+	11922	16373	5.537195	2.414029	3.553848
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	17.124353	9.615142	14.155069
eed	eed	NC_007112.7	+	27688	34330	23.733845	9.917672	14.600446
hikeshi	hikeshi	NC_007112.7	+	36734	39191	50.193062	20.974197	30.877470
tmem39a	tmem39a	NC_007112.7	-	39325	44525	25.594370	10.695131	15.744993
ildr1a	ildr1a	NC_007112.7	-	44839	49831	4.292705	1.793795	2.640761
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	1.307505	0.546368	0.804343
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.110152	0.076095	0.112025
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	0.878756	0.367206	0.540588
f7	f7	NC_007112.7	+	119960	125246	0.496407	0.207434	0.305377
f7i	f7i	NC_007112.7	+	127258	134079	0.309327	0.129259	0.190290
f10	f10	NC_007112.7	+	136020	142173	9.292999	3.883270	5.716812
prozb	prozb	NC_007112.7	+	144291	152006	0.000000	0.000000	0.000000
pcid2	pcid2	NC_007112.7	-	152007	157567	19.705097	8.249195	12.144173
cul4a	cul4a	NC_007112.7	+	157793	168647	33.286636	13.909502	20.477076
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	24.005451	10.031169	14.767531
grtp1a	grtp1a	NC_007112.7	-	184908	191971	4.520142	1.916077	2.820781
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	14.036716	5.865530	8.635024
tmco3	tmco3	NC_007112.7	+	214860	226001	4.255603	1.778291	2.617937
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	11.722478	5.013355	7.380484
cenpe	cenpe	NC_007112.7	+	259991	296057	1.016907	0.430083	0.633153
LOC108187164	LOC108187164	NC_007112.7	+	309401	312613	0.000000	0.000000	0.000000
gas6	gas6	NC_007112.7	-	312784	338268	7.141057	2.984037	4.392993
pros1	pros1	NC_007112.7	-	343292	354114	29.874464	12.483657	18.377996
rasa3	rasa3	NC_007112.7	-	357227	411366	7.642378	3.254041	4.790484
tpp2	tpp2	NC_007112.7	+	418866	443739	4.493886	1.883797	2.773259
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
zgc:92518	zgc:92518	NC_007112.7	-	466780	471939	0.000000	0.000000	0.000000
ercc5	ercc5	NC_007112.7	-	474073	494309	7.338448	3.066521	4.514423
blzf1	blzf1	NC_007112.7	+	494297	505620	13.554356	5.719967	8.420732
trmt10c	trmt10c	NC_007112.7	-	509021	513786	23.073044	9.641544	14.193938
txnl4b	txnl4b	NC_007112.7	+	513982	522317	12.743793	6.305351	9.282515
si:ch73-41e3.7	si:ch73-41e3.7	NC_007112.7	-	518853	524433	0.057640	0.026817	0.039479
mrpl16	mrpl16	NC_007112.7	+	524699	530940	77.866295	33.108429	48.741055
cenpq	cenpq	NC_007112.7	+	532766	549521	2.679663	1.119752	1.648459
LOC101885604	LOC101885604	NC_007112.7	-	550964	558826	1.072648	0.448228	0.659865
mrpl39	mrpl39	NC_007112.7	+	580671	591334	42.376923	17.708063	26.069185
jam2a	jam2a	NC_007112.7	+	594637	608235	10.359674	4.329002	6.373003
atp5j	atp5j	NC_007112.7	-	610327	614663	174.840393	140.069580	206.205460
appa	appa	NC_007112.7	-	617799	656793	55.512680	23.197109	34.149963
cyyr1	cyyr1	NC_007112.7	-	658405	669717	3.494535	1.460263	2.149747
