Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	4436.905273	1794.546021	2546.826904
cep97	cep97	NC_007112.7	+	11922	16373	10.042326	4.244886	6.024360
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	95.729507	52.094246	73.932358
eed	eed	NC_007112.7	+	27688	34330	27.650032	11.183303	15.871387
hikeshi	hikeshi	NC_007112.7	+	36734	39191	60.879768	24.623369	34.945580
tmem39a	tmem39a	NC_007112.7	-	39325	44525	37.931702	15.341816	21.773165
ildr1a	ildr1a	NC_007112.7	-	44839	49831	38.695965	15.650929	22.211861
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	2.354419	0.981485	1.392928
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.000000	0.000000	0.000000
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	11.044025	4.466855	6.339378
f7	f7	NC_007112.7	+	119960	125246	13.796020	5.579924	7.919050
f7i	f7i	NC_007112.7	+	127258	134079	17.882526	7.232748	10.264744
f10	f10	NC_007112.7	+	136020	142173	77.240280	31.240522	44.336674
prozb	prozb	NC_007112.7	+	144291	152006	8.163157	3.301662	4.685732
pcid2	pcid2	NC_007112.7	-	152007	157567	29.512743	12.105643	17.180376
cul4a	cul4a	NC_007112.7	+	157793	168647	46.882633	18.962101	26.911087
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	29.434593	11.905085	16.895744
grtp1a	grtp1a	NC_007112.7	-	184908	191971	8.670024	3.557246	5.048458
adprhl1	adprhl1	NC_007112.7	-	197236	206299	0.000000	0.000000	0.000000
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	29.589439	11.967713	16.984627
tmco3	tmco3	NC_007112.7	+	214860	226001	7.989362	3.231369	4.585971
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	18.377810	7.588198	10.769199
grk1a	grk1a	NC_007112.7	+	245137	256233	0.000000	0.000000	0.000000
cenpe	cenpe	NC_007112.7	+	259991	296057	16.358578	6.764043	9.599556
tmem255b	tmem255b	NC_007112.7	+	296919	309348	0.000000	0.000000	0.000000
LOC108187164	LOC108187164	NC_007112.7	+	309401	312613	0.105205	0.042551	0.060389
gas6	gas6	NC_007112.7	-	312784	338268	14.326220	5.794368	8.223390
pros1	pros1	NC_007112.7	-	343292	354114	27.938791	11.300095	16.037138
rasa3	rasa3	NC_007112.7	-	357227	411366	5.628049	2.319439	3.291756
tpp2	tpp2	NC_007112.7	+	418866	443739	19.534033	7.927981	11.251421
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
zgc:92518	zgc:92518	NC_007112.7	-	466780	471939	0.000000	0.000000	0.000000
ercc5	ercc5	NC_007112.7	-	474073	494309	15.430204	6.240884	8.857087
blzf1	blzf1	NC_007112.7	+	494297	505620	43.875927	18.146772	25.753969
trmt10c	trmt10c	NC_007112.7	-	509021	513786	12.448610	5.034952	7.145623
txnl4b	txnl4b	NC_007112.7	+	513982	522317	9.101449	4.220149	5.989252
si:ch73-41e3.7	si:ch73-41e3.7	NC_007112.7	-	518853	524433	1.239573	0.585725	0.831263
mrpl16	mrpl16	NC_007112.7	+	524699	530940	76.311607	31.405991	44.571507
cenpq	cenpq	NC_007112.7	+	532766	549521	8.706533	3.521435	4.997635
LOC101885604	LOC101885604	NC_007112.7	-	550964	558826	2.113827	0.854956	1.213357
mrpl39	mrpl39	NC_007112.7	+	580671	591334	52.115791	21.078699	29.914972
jam2a	jam2a	NC_007112.7	+	594637	608235	13.442326	5.436869	7.716026
atp5j	atp5j	NC_007112.7	-	610327	614663	283.527985	233.059738	330.759308
appa	appa	NC_007112.7	-	617799	656793	59.359646	24.008541	34.073013
cyyr1	cyyr1	NC_007112.7	-	658405	669717	8.305108	3.359075	4.767213
adamts1	adamts1	NC_007112.7	-	672189	681503	1.961869	0.822196	1.166864
adamts5	adamts5	NC_007112.7	-	691738	714626	0.572139	0.231407	0.328413
n6amt1	n6amt1	NC_007112.7	+	961607	970952	18.195690	7.359410	10.444503
gart	gart	NC_007112.7	-	973067	1005061	15.678298	6.341228	8.999496
LOC100332351	LOC100332351	NC_007112.7	-	1006793	1014803	15.682609	6.342971	9.001970
LOC101886071	LOC101886071	NC_007112.7	-	1027556	1030612	1.481411	0.654366	0.928679
donson	donson	NC_007112.7	-	1286285	1352950	4.979369	2.013950	2.858206
runx1	runx1	NC_007112.7	-	1361974	1402588	0.975455	0.466316	0.661797
LOC100333907	LOC100333907	NC_007112.7	-	1618992	1631504	1.674168	0.677132	0.960989
atp1a1a.4	atp1a1a.4	NC_007112.7	+	1689794	1706159	661.577698	267.581055	379.752045
atp1a1a.1	atp1a1a.1	NC_007112.7	+	1712169	1731564	573.230774	231.848312	329.040039
LOC108187381	LOC108187381	NC_007112.7	-	1772028	1788265	0.000000	0.000000	0.000000
atp1a1a.2	atp1a1a.2	NC_007112.7	+	1789357	1796834	0.000000	0.000000	0.000000
atp1a1a.3	atp1a1a.3	NC_007112.7	+	1805294	1815660	4.485249	1.814099	2.574577
atp1a1a.5	atp1a1a.5	NC_007112.7	+	1838164	1850104	10.788115	4.363349	6.192483
si:ch211-132g1.3	si:ch211-132g1.3	NC_007112.7	-	1858212	1885624	10.231626	4.483478	6.362969
LOC103911757	LOC103911757	NC_007112.7	-	1887409	1894104	3.056070	1.236055	1.754214
si:ch211-132g1.6	si:ch211-132g1.6	NC_007112.7	+	1896661	1900710	1.584789	0.640982	0.909684
si:ch211-132g1.4	si:ch211-132g1.4	NC_007112.7	+	1904336	1911709	27.743217	11.240647	15.952770
si:ch211-132g1.1	si:ch211-132g1.1	NC_007112.7	+	1915939	1925963	5.572811	2.253973	3.198848
si:ch211-132g1.7	si:ch211-132g1.7	NC_007112.7	+	1941043	2000500	2.164713	0.875538	1.242566
slc5a3a	slc5a3a	NC_007112.7	+	2025085	2027100	0.185020	0.074833	0.106203
oxgr1a.2	oxgr1a.2	NC_007112.7	-	2074513	2075529	0.148476	0.060052	0.085227
mbnl2	mbnl2	NC_007112.7	+	2101512	2217860	4.248873	6.861703	9.738156
rap2ab	rap2ab	NC_007112.7	+	2222366	2240119	0.135870	0.054954	0.077991
kpnb3	kpnb3	NC_007112.7	+	2260447	2299553	84.530678	34.191124	48.524178
farp1	farp1	NC_007112.7	+	2301930	2446117	8.431431	3.410168	4.839724
si:ch211-235f1.3	si:ch211-235f1.3	NC_007112.7	-	2331575	2358761	0.000000	0.000000	0.000000
ggact.3	ggact.3	NC_007112.7	-	2447021	2449490	30.151880	13.374396	18.980995
ggact.2	ggact.2	NC_007112.7	-	2450163	2453133	74.899353	30.293713	42.992958
ggact.1	ggact.1	NC_007112.7	-	2454140	2457526	181.647339	73.468895	104.267342
gpc6a	gpc6a	NC_007112.7	+	2712901	3036374	0.304401	0.124656	0.176913
LOC110439758	LOC110439758	NC_007112.7	+	2925455	2927347	0.114035	0.046122	0.065457
gpc5a	gpc5a	NC_007112.7	-	3100244	3295045	4.905199	1.983952	2.815632
mir92a-1	mir92a-1	NC_007112.7	-	3297367	3297451	0.729412	0.334353	0.474515
slitrk6	slitrk6	NC_007112.7	+	4101741	4154332	0.822365	0.332613	0.472046
LOC101887188	LOC101887188	NC_007112.7	-	4117881	4125107	0.000000	0.000000	0.000000
slitrk1	slitrk1	NC_007112.7	+	4545187	4550481	0.082531	0.033380	0.047374
LOC101882161	LOC101882161	NC_007112.7	-	4783348	4785448	0.000000	0.000000	0.000000
spry2	spry2	NC_007112.7	+	5273457	5277598	31.578339	13.339684	18.931730
ndfip2	ndfip2	NC_007112.7	-	5354489	5394686	33.641323	13.606534	19.310448
tuba8l2	tuba8l2	NC_007112.7	+	5402484	5419116	618.764282	250.264771	355.176727
stk16	stk16	NC_007112.7	+	5422437	5434261	11.488146	4.646483	6.594307
mnx2b	mnx2b	NC_007112.7	-	5449777	5455502	30.572916	12.564885	17.832134
atic	atic	NC_007112.7	+	5485853	5503665	28.552094	11.548150	16.389179
fn1b	fn1b	NC_007112.7	-	5504131	5543086	452.590363	188.936157	268.138947
cpo	cpo	NC_007112.7	+	5576151	5587130	6.648021	2.688852	3.816029
nrp2a	nrp2a	NC_007112.7	-	5606460	5746056	1.204252	1.242279	1.763047
pard3ba	pard3ba	NC_007112.7	-	5795014	6085751	3.582041	3.879019	5.505118
abcb6a	abcb6a	NC_007112.7	+	6135126	6160856	6.713796	2.715972	3.854518
cnppd1	cnppd1	NC_007112.7	+	6161989	6169817	49.904984	20.184519	28.645947
prkag3a	prkag3a	NC_007112.7	+	6171517	6185520	1.246949	0.511209	0.725510
