Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	7106.559082	2617.587158	3553.866455
cep97	cep97	NC_007112.7	+	11922	16373	8.418556	3.238081	4.396304
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	20.726177	10.849710	14.730520
eed	eed	NC_007112.7	+	27688	34330	17.651951	6.501813	8.827433
hikeshi	hikeshi	NC_007112.7	+	36734	39191	56.535259	20.823858	28.272299
tmem39a	tmem39a	NC_007112.7	-	39325	44525	36.268574	13.358948	18.137281
ildr1a	ildr1a	NC_007112.7	-	44839	49831	5.324875	1.961332	2.662877
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	1.338475	0.493006	0.669348
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.062763	0.038218	0.051889
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	0.926275	0.341179	0.463214
f7	f7	NC_007112.7	+	119960	125246	0.167496	0.061694	0.083762
f7i	f7i	NC_007112.7	+	127258	134079	0.000000	0.000000	0.000000
f10	f10	NC_007112.7	+	136020	142173	11.328868	4.172807	5.665370
prozb	prozb	NC_007112.7	+	144291	152006	0.000000	0.000000	0.000000
pcid2	pcid2	NC_007112.7	-	152007	157567	12.755461	4.706838	6.390418
cul4a	cul4a	NC_007112.7	+	157793	168647	42.702000	15.728598	21.354527
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	19.275799	7.099932	9.639491
grtp1a	grtp1a	NC_007112.7	-	184908	191971	4.247927	1.628700	2.211267
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	19.544237	7.220240	9.802834
tmco3	tmco3	NC_007112.7	+	214860	226001	4.470709	1.646714	2.235724
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	11.517867	4.308392	5.849452
grk1a	grk1a	NC_007112.7	+	245137	256233	0.000000	0.000000	0.000000
cenpe	cenpe	NC_007112.7	+	259991	296057	0.215158	0.079446	0.107863
tmem255b	tmem255b	NC_007112.7	+	296919	309348	0.000000	0.000000	0.000000
