Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
rpl24	rpl24	NC_007112.7	-	6642	11878	1963.961426	2230.625000	3282.325195
cep97	cep97	NC_007112.7	+	11922	16373	2.169731	2.535269	3.730603
nfkbiz	nfkbiz	NC_007112.7	+	18648	23838	6.445478	9.272681	13.644585
eed	eed	NC_007112.7	+	27688	34330	9.101088	10.336820	15.210446
hikeshi	hikeshi	NC_007112.7	+	36734	39191	18.084393	20.539864	30.224043
tmem39a	tmem39a	NC_007112.7	-	39325	44525	9.827872	11.162286	16.425104
ildr1a	ildr1a	NC_007112.7	-	44839	49831	2.147259	2.438811	3.588666
LOC100332762	LOC100332762	NC_007112.7	-	50828	65003	0.465737	0.528974	0.778376
si:zfos-1011f11.1	si:zfos-1011f11.1	NC_007112.7	-	65705	71667	0.032013	0.060111	0.088452
zgc:163025	zgc:163025	NC_007112.7	+	109798	119138	0.514675	0.584557	0.860165
f7	f7	NC_007112.7	+	119960	125246	0.081260	0.092293	0.135808
f7i	f7i	NC_007112.7	+	127258	134079	0.000000	0.000000	0.000000
f10	f10	NC_007112.7	+	136020	142173	4.045808	4.595141	6.761669
prozb	prozb	NC_007112.7	+	144291	152006	0.000000	0.000000	0.000000
pcid2	pcid2	NC_007112.7	-	152007	157567	7.171723	8.260778	12.155589
cul4a	cul4a	NC_007112.7	+	157793	168647	12.188602	13.843552	20.370541
zgc:64072	zgc:64072	NC_007112.7	+	171765	183800	7.581940	8.611404	12.671528
grtp1a	grtp1a	NC_007112.7	-	184908	191971	1.660545	1.913213	2.815259
dcun1d2b	dcun1d2b	NC_007112.7	-	208177	214921	4.678183	5.313379	7.818543
tmco3	tmco3	NC_007112.7	+	214860	226001	1.304618	1.481757	2.180379
tfdp1b	tfdp1b	NC_007112.7	+	227222	241708	3.972911	4.588449	6.751820
cenpe	cenpe	NC_007112.7	+	259991	296057	0.327698	0.373901	0.550188
gas6	gas6	NC_007112.7	-	312784	338268	2.730488	3.101229	4.563404
pros1	pros1	NC_007112.7	-	343292	354114	10.676804	12.126483	17.843904
rasa3	rasa3	NC_007112.7	-	357227	411366	3.327744	3.845610	5.658746
tpp2	tpp2	NC_007112.7	+	418866	443739	1.947618	2.212337	3.255415
LOC100149425	LOC100149425	NC_007112.7	-	443174	462291	0.000000	0.000000	0.000000
