Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G01010	NAC001	1	+	3631	5899	328.150757	19.965609	32.049065
AT1G01020	ARV1	1	-	5928	8737	77.253098	5.386343	8.646230
AT1G01030	NGA3	1	-	11649	13714	0.000000	0.000000	0.000000
AT1G01040	DCL1	1	+	23146	31227	164.322800	10.351202	16.615887
AT1G01046	MIR838A	1	+	28500	28706	92.376808	5.620463	9.022043
AT1G01050	PPA1	1	-	31170	33153	1015.632568	61.793926	99.192436
AT1G01060	LHY	1	-	33379	37871	794.208923	58.297909	93.580582
AT1G01070	AT1G01070	1	-	38752	40944	482.563110	31.534616	50.619789
AT1G01073	AT1G01073	1	+	44677	44787	0.000000	0.000000	0.000000
AT1G01080	AT1G01080	1	-	45296	47019	91.069595	5.553531	8.914603
AT1G01090	PDH-E1 ALPHA	1	-	47485	49286	1191.660767	72.503975	116.384354
AT1G01100	RPP1A	1	-	50075	51199	4024.376709	267.072845	428.708923
AT1G01110	IQD18	1	+	52239	54692	71.274437	4.520493	7.256356
AT1G01115	AT1G01115	1	+	56624	56740	0.000000	0.000000	0.000000
AT1G01120	KCS1	1	-	57269	59167	328.406525	19.981173	32.074043
AT1G01130	AT1G01130	1	-	61905	63811	47.776001	2.906826	4.666075
AT1G01140	CIPK9	1	-	64166	67625	146.164719	8.978324	14.412127
AT1G01150	AT1G01150	1	-	70115	72138	4.074703	0.247916	0.397959
AT1G01160	GIF2	1	+	72339	74096	334.838623	22.330183	35.844707
AT1G01170	AT1G01170	1	-	73931	74737	460.058411	28.117939	45.135292
AT1G01180	AT1G01180	1	+	75583	76758	286.897949	17.455675	28.020081
AT1G01183	MIR165A	1	-	78932	79032	1.990099	0.121083	0.194364
AT1G01190	CYP78A8	1	-	83045	84864	116.225746	7.071499	11.351265
AT1G01200	RABA3	1	-	86515	88213	33.895111	2.062273	3.310389
AT1G01210	AT1G01210	1	+	88898	89745	262.125519	15.948450	25.600664
AT1G01220	FKGP	1	+	91376	95651	101.547279	6.178421	9.917684
AT1G01225	AT1G01225	1	+	95987	97407	73.608780	4.478564	7.189051
AT1G01230	AT1G01230	1	+	97456	99240	766.587769	46.641342	74.869308
AT1G01240	AT1G01240	1	+	99894	101834	332.603851	27.296257	43.816319
AT1G01250	ERF023	1	-	104491	105330	0.000000	0.000000	0.000000
AT1G01260	BHLH13	1	+	108946	111609	103.483109	6.909747	11.091619
AT1G01270	AT1G01270	1	-	111890	111961	0.000000	0.000000	0.000000
AT1G01280	CYP703A2	1	+	112263	113947	0.000000	0.000000	0.000000
AT1G01290	CNX3	1	+	114286	116108	137.515900	9.960359	15.988501
AT1G01300	AT1G01300	1	+	116943	118764	365.539520	22.240448	35.700665
AT1G01305	AT1G01305	1	+	119397	119997	6.006656	0.365462	0.586644
AT1G01310	AT1G01310	1	+	120154	121130	0.000000	0.000000	0.000000
AT1G01320	AT1G01320	1	-	121067	130577	70.095406	4.305784	6.911702
AT1G01340	CNGC10	1	-	132328	135831	157.493896	10.132266	16.264448
AT1G01350	AT1G01350	1	+	136124	138162	199.779999	12.155173	19.511648
AT1G01355	AT1G01355	1	+	138513	139568	8.426492	0.512691	0.822979
AT1G01360	PYL9	1	+	141971	143183	342.248993	20.823385	33.425980
AT1G01370	HTR12	1	+	143564	145684	79.483871	5.387376	8.647889
AT1G01380	ETC1	1	+	147153	147942	72.033447	4.382716	7.035195
AT1G01420	UGT72B3	1	-	154492	156011	13.297368	0.809049	1.298696
AT1G01430	TBL25	1	-	156801	158655	310.051758	18.864416	30.281412
AT1G01440	AT1G01440	1	-	159856	162572	175.427292	10.673487	17.133224
AT1G01448	AT1G01448	1	+	163419	166239	76.272873	5.867656	9.418840
