Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G01010	NAC001	1	+	3631	5899	200.895432	18.256615	29.163263
AT1G01020	ARV1	1	-	5928	8737	74.175659	8.153809	13.024961
AT1G01030	NGA3	1	-	11649	13714	5.363781	0.487440	0.778641
AT1G01040	DCL1	1	+	23146	31227	93.434212	8.495307	13.570472
AT1G01046	MIR838A	1	+	28500	28706	37.154591	3.376468	5.393598
AT1G01050	PPA1	1	-	31170	33153	617.512512	56.117191	89.642059
AT1G01060	LHY	1	-	33379	37871	125.399666	13.697998	21.881292
AT1G01070	AT1G01070	1	-	38752	40944	150.815125	15.128514	24.166410
AT1G01073	AT1G01073	1	+	44677	44787	0.000000	0.000000	0.000000
AT1G01080	AT1G01080	1	-	45296	47019	89.962181	8.193539	13.088426
AT1G01090	PDH-E1 ALPHA	1	-	47485	49286	742.019043	67.431877	107.716225
AT1G01100	RPP1A	1	-	50075	51199	3017.213379	297.764771	475.651886
AT1G01110	IQD18	1	+	52239	54692	43.700165	4.161778	6.648058
AT1G01115	AT1G01115	1	+	56624	56740	0.000000	0.000000	0.000000
AT1G01120	KCS1	1	-	57269	59167	366.117950	33.271408	53.148018
AT1G01130	AT1G01130	1	-	61905	63811	32.482666	2.951901	4.715391
AT1G01140	CIPK9	1	-	64166	67625	41.914471	3.849622	6.149416
AT1G01150	AT1G01150	1	-	70115	72138	5.358234	0.486936	0.777835
AT1G01160	GIF2	1	+	72339	74096	205.240356	20.427025	32.630295
AT1G01170	AT1G01170	1	-	73931	74737	266.750183	24.284506	38.792263
AT1G01180	AT1G01180	1	+	75583	76758	164.988098	14.993492	23.950726
AT1G01183	MIR165A	1	-	78932	79032	17.019802	1.546695	2.470703
AT1G01190	CYP78A8	1	-	83045	84864	244.825256	22.248791	35.540398
AT1G01200	RABA3	1	-	86515	88213	85.614052	7.780280	12.428282
AT1G01210	AT1G01210	1	+	88898	89745	255.863632	23.251917	37.142799
AT1G01220	FKGP	1	+	91376	95651	57.905720	5.262252	8.405964
AT1G01225	AT1G01225	1	+	95987	97407	73.234146	6.655241	10.631136
AT1G01230	AT1G01230	1	+	97456	99240	442.078735	40.174438	64.174973
AT1G01240	AT1G01240	1	+	99894	101834	121.951057	14.351131	22.924612
AT1G01250	ERF023	1	-	104491	105330	0.000000	0.000000	0.000000
AT1G01260	BHLH13	1	+	108946	111609	72.520653	7.357228	11.752495
AT1G01270	AT1G01270	1	-	111890	111961	0.000000	0.000000	0.000000
AT1G01280	CYP703A2	1	+	112263	113947	0.000000	0.000000	0.000000
AT1G01290	CNX3	1	+	114286	116108	102.620216	10.992938	17.560209
AT1G01300	AT1G01300	1	+	116943	118764	472.126221	42.905041	68.536858
AT1G01305	AT1G01305	1	+	119397	119997	0.000000	0.000000	0.000000
AT1G01310	AT1G01310	1	+	120154	121130	4.592503	0.417349	0.666677
AT1G01320	AT1G01320	1	-	121067	130577	56.225391	5.160482	8.243396
AT1G01340	CNGC10	1	-	132328	135831	106.341606	10.218472	16.323069
AT1G01350	AT1G01350	1	+	136124	138162	176.367142	16.027576	25.602579
AT1G01355	AT1G01355	1	+	138513	139568	5.844250	0.531103	0.848389
